Customer ID,Product,Month,Active Days,Sessions,Product Actions,Collaborators,Integrations Used
CUST00023,Jira,2023-02,7,17,81,11,6
CUST00023,Jira,2023-03,2,5,36,13,5
CUST00023,Jira,2023-04,5,13,42,9,1
CUST00023,Jira,2023-05,5,9,41,10,2
CUST00024,Trello,2023-01,4,8,57,5,0
CUST00024,Trello,2023-02,5,9,59,5,0
CUST00024,Trello,2023-03,2,4,14,7,0
CUST00024,Trello,2023-04,1,1,5,5,0
CUST00024,Trello,2023-05,5,9,67,6,2
CUST00025,Jira,2023-01,12,26,189,9,1
CUST00025,Jira,2023-02,16,30,200,10,0
CUST00025,Jira,2023-03,16,28,134,18,0
CUST00025,Jira,2023-04,17,31,198,14,1
CUST00025,Jira,2023-05,14,23,183,14,1
CUST00026,Trello,2023-01,7,13,39,11,6
CUST00026,Trello,2023-02,8,19,74,11,5
CUST00026,Trello,2023-03,8,13,96,10,6
CUST00026,Trello,2023-04,8,21,82,15,5
CUST00026,Trello,2023-05,7,16,133,19,5
CUST00027,Trello,2023-01,5,11,53,6,0
CUST00027,Trello,2023-02,5,11,63,6,1
CUST00027,Trello,2023-03,7,18,129,8,1
CUST00027,Trello,2023-04,5,11,77,12,1
CUST00027,Trello,2023-05,8,15,52,7,2
CUST00028,Bitbucket,2023-01,3,9,59,11,2
CUST00028,Bitbucket,2023-02,2,5,29,5,0
CUST00028,Bitbucket,2023-03,3,6,28,11,1
CUST00028,Bitbucket,2023-04,6,10,59,15,0
CUST00028,Bitbucket,2023-05,5,9,32,12,0
CUST00029,Jira,2023-01,14,27,132,10,0
CUST00029,Jira,2023-02,14,25,91,10,5
CUST00029,Jira,2023-03,11,28,208,15,3
CUST00029,Jira,2023-04,13,25,134,14,2
CUST00029,Jira,2023-05,16,29,239,20,1
CUST00030,Bitbucket,2023-01,10,23,132,12,4
CUST00030,Bitbucket,2023-02,12,21,162,14,4
CUST00030,Bitbucket,2023-03,13,21,102,11,5
CUST00030,Bitbucket,2023-04,8,20,120,14,5
CUST00030,Bitbucket,2023-05,11,23,96,7,5
CUST00031,Jira,2023-01,5,12,39,10,2
CUST00031,Jira,2023-02,2,5,23,7,0
CUST00031,Jira,2023-03,5,13,106,14,0
CUST00031,Jira,2023-04,7,12,69,12,3
CUST00031,Jira,2023-05,5,12,60,14,3
CUST00032,Bitbucket,2023-01,10,22,104,12,3
CUST00032,Bitbucket,2023-02,12,24,189,6,1
CUST00032,Bitbucket,2023-03,12,23,191,11,1
CUST00032,Bitbucket,2023-04,15,25,182,19,2
CUST00032,Bitbucket,2023-05,11,20,68,15,0
CUST00033,Bitbucket,2023-01,5,10,55,13,3
CUST00033,Bitbucket,2023-02,4,8,43,11,2
CUST00033,Bitbucket,2023-03,2,6,50,5,2
CUST00033,Bitbucket,2023-04,3,6,42,13,3
CUST00033,Bitbucket,2023-05,1,1,5,4,3
CUST00034,Loom,2023-01,5,9,52,6,4
CUST00034,Loom,2023-02,6,11,72,11,6
CUST00034,Loom,2023-03,3,8,60,12,5
CUST00034,Loom,2023-04,5,13,66,14,4
CUST00034,Loom,2023-05,7,12,97,11,5
CUST00035,Loom,2023-01,6,13,55,6,2
CUST00035,Loom,2023-02,5,13,78,16,1
CUST00035,Loom,2023-03,8,14,61,8,2
CUST00035,Loom,2023-04,7,13,103,9,5
CUST00035,Loom,2023-05,6,11,49,6,5
CUST00036,Bitbucket,2023-01,14,31,251,7,5
CUST00036,Bitbucket,2023-02,17,30,178,10,6
CUST00036,Bitbucket,2023-03,14,27,199,17,4
CUST00036,Bitbucket,2023-04,16,28,137,16,5
CUST00036,Bitbucket,2023-05,17,30,224,14,6
CUST00037,Bitbucket,2023-01,17,42,174,11,8
CUST00037,Bitbucket,2023-02,23,38,219,15,6
CUST00037,Bitbucket,2023-03,24,39,325,19,6
CUST00037,Bitbucket,2023-04,13,34,264,16,5
CUST00037,Bitbucket,2023-05,19,37,238,19,6
CUST00038,Confluence,2023-01,6,14,86,10,5
CUST00038,Confluence,2023-02,13,22,151,16,6
CUST00038,Confluence,2023-03,12,24,77,6,3
CUST00038,Confluence,2023-04,12,23,189,18,6
CUST00038,Confluence,2023-05,12,22,180,19,5
CUST00039,Loom,2023-01,7,17,130,17,3
CUST00039,Loom,2023-02,8,16,121,9,7
CUST00039,Loom,2023-03,7,18,82,7,6
CUST00039,Loom,2023-04,9,21,82,5,6
CUST00039,Loom,2023-05,10,18,78,7,6
CUST00040,Trello,2023-01,5,13,89,11,0
CUST00040,Trello,2023-02,4,7,51,7,0
CUST00040,Trello,2023-03,8,13,50,7,3
CUST00040,Trello,2023-04,11,21,97,17,4
CUST00040,Trello,2023-05,9,20,83,13,4
CUST00041,Bitbucket,2023-01,2,5,28,12,1
CUST00041,Bitbucket,2023-02,5,8,61,7,0
CUST00041,Bitbucket,2023-03,4,7,29,9,1
CUST00041,Bitbucket,2023-04,3,6,42,6,0
CUST00041,Bitbucket,2023-05,2,4,13,10,0
CUST00042,Jira,2023-01,12,20,141,16,3
CUST00042,Jira,2023-02,9,21,126,13,6
CUST00042,Jira,2023-03,14,24,137,11,5
CUST00042,Jira,2023-04,12,21,166,8,6
CUST00042,Jira,2023-05,9,19,109,16,5
CUST00043,Jira,2023-01,8,14,70,14,7
CUST00043,Jira,2023-02,9,21,151,17,5
CUST00043,Jira,2023-03,11,23,158,8,8
CUST00043,Jira,2023-04,10,17,86,14,6
CUST00043,Jira,2023-05,8,20,117,17,5
CUST00044,Bitbucket,2023-01,10,18,58,12,5
CUST00044,Bitbucket,2023-02,8,20,138,13,6
CUST00044,Bitbucket,2023-03,8,15,122,10,3
CUST00044,Bitbucket,2023-04,6,15,96,9,4
CUST00044,Bitbucket,2023-05,9,15,69,13,4
CUST00045,Bitbucket,2023-01,6,10,71,13,0
CUST00045,Bitbucket,2023-02,6,10,54,14,0
CUST00045,Bitbucket,2023-03,5,10,75,8,1
CUST00045,Bitbucket,2023-04,7,12,41,6,0
CUST00045,Bitbucket,2023-05,6,10,78,6,0
CUST00046,Jira,2023-01,16,26,120,17,4
CUST00046,Jira,2023-02,13,24,148,16,6
CUST00046,Jira,2023-03,11,23,110,8,5
CUST00046,Jira,2023-04,19,34,114,9,4
CUST00046,Jira,2023-05,9,22,127,15,5
CUST00047,Confluence,2023-01,4,7,35,7,2
CUST00047,Confluence,2023-02,4,7,25,5,2
CUST00047,Confluence,2023-03,6,10,49,12,3
CUST00047,Confluence,2023-04,3,6,18,6,2
CUST00047,Confluence,2023-05,6,11,40,6,1
CUST00048,Bitbucket,2023-01,1,3,9,4,4
CUST00048,Bitbucket,2023-02,4,7,45,13,2
CUST00048,Bitbucket,2023-03,5,10,77,12,2
CUST00048,Bitbucket,2023-04,3,7,32,9,3
CUST00048,Bitbucket,2023-05,5,11,41,14,4
CUST00049,Confluence,2023-01,9,21,149,18,4
CUST00049,Confluence,2023-02,9,18,132,16,1
CUST00049,Confluence,2023-03,9,18,88,15,3
CUST00049,Confluence,2023-04,14,24,150,8,1
CUST00049,Confluence,2023-05,11,19,155,7,0
CUST00050,Bitbucket,2023-01,15,29,235,10,6
CUST00050,Bitbucket,2023-02,18,31,255,15,7
CUST00050,Bitbucket,2023-03,14,33,196,11,6
CUST00050,Bitbucket,2023-04,14,32,265,13,8
CUST00050,Bitbucket,2023-05,14,33,222,14,6
CUST00051,Loom,2023-01,3,7,29,11,3
CUST00051,Loom,2023-02,6,12,81,10,0
CUST00051,Loom,2023-03,4,7,37,5,1
CUST00051,Loom,2023-04,4,7,32,6,1
CUST00051,Loom,2023-05,1,1,7,7,1
CUST00052,Loom,2023-01,9,15,74,14,2
CUST00052,Loom,2023-02,6,11,89,12,3
CUST00052,Loom,2023-03,7,12,93,14,1
CUST00052,Loom,2023-04,7,13,47,11,2
CUST00052,Loom,2023-05,5,10,65,12,3
CUST00053,Loom,2023-01,5,10,34,9,4
CUST00053,Loom,2023-02,5,10,40,10,3
CUST00053,Loom,2023-03,8,15,65,8,2
CUST00053,Loom,2023-04,6,12,89,15,5
CUST00053,Loom,2023-05,8,14,48,14,1
CUST00054,Bitbucket,2023-01,6,13,89,9,0
CUST00054,Bitbucket,2023-02,9,16,104,6,3
CUST00054,Bitbucket,2023-03,8,14,106,8,2
CUST00054,Bitbucket,2023-04,8,13,48,10,2
CUST00054,Bitbucket,2023-05,9,17,128,10,2
CUST00055,Bitbucket,2023-01,13,27,85,9,4
CUST00055,Bitbucket,2023-02,11,24,166,18,5
CUST00055,Bitbucket,2023-03,17,32,228,18,4
CUST00055,Bitbucket,2023-04,18,30,192,11,3
CUST00055,Bitbucket,2023-05,11,25,115,17,3
CUST00056,Jira,2023-01,10,19,128,14,4
CUST00056,Jira,2023-02,9,23,129,10,5
CUST00056,Jira,2023-03,12,21,106,18,7
CUST00056,Jira,2023-04,12,19,137,9,4
CUST00056,Jira,2023-05,8,17,137,8,3
CUST00057,Loom,2023-01,6,12,51,13,3
CUST00057,Loom,2023-02,5,10,66,10,5
CUST00057,Loom,2023-03,7,11,88,5,2
CUST00057,Loom,2023-04,7,12,68,8,2
CUST00057,Loom,2023-05,3,6,30,4,1
CUST00058,Confluence,2023-01,13,28,127,10,6
CUST00058,Confluence,2023-02,17,31,201,8,7
CUST00058,Confluence,2023-03,13,22,72,9,4
CUST00058,Confluence,2023-04,10,24,204,18,7
CUST00058,Confluence,2023-05,15,26,212,12,6
CUST00059,Confluence,2023-01,4,7,26,10,1
CUST00059,Confluence,2023-02,1,3,19,9,3
CUST00059,Confluence,2023-03,7,15,59,9,2
CUST00059,Confluence,2023-04,1,1,6,4,2
CUST00059,Confluence,2023-05,3,6,18,9,1
CUST00060,Loom,2023-01,5,9,39,9,2
CUST00060,Loom,2023-02,1,1,6,3,3
CUST00060,Loom,2023-03,3,6,42,11,0
CUST00060,Loom,2023-04,2,4,17,5,0
CUST00060,Loom,2023-05,2,5,41,10,0
CUST00061,Trello,2023-01,8,20,169,10,4
CUST00061,Trello,2023-02,9,21,154,14,5
CUST00061,Trello,2023-03,13,25,84,12,5
CUST00061,Trello,2023-04,18,30,238,17,5
CUST00061,Trello,2023-05,12,24,174,13,5
CUST00062,Jira,2023-01,14,24,119,13,6
CUST00062,Jira,2023-02,12,27,159,18,5
CUST00062,Jira,2023-03,13,28,120,17,2
CUST00062,Jira,2023-04,12,31,249,8,4
CUST00062,Jira,2023-05,13,31,199,15,6
CUST00063,Jira,2023-01,17,44,224,10,2
CUST00063,Jira,2023-02,14,31,203,20,5
CUST00063,Jira,2023-03,17,43,285,11,6
CUST00063,Jira,2023-04,16,37,232,14,3
CUST00063,Jira,2023-05,21,42,191,12,4
CUST00064,Loom,2023-01,1,1,8,3,2
CUST00064,Loom,2023-02,1,1,6,7,2
CUST00064,Loom,2023-03,1,1,5,6,3
CUST00064,Loom,2023-04,2,4,30,12,4
CUST00064,Loom,2023-05,1,1,8,5,4
CUST00065,Bitbucket,2023-01,3,8,61,8,0
CUST00065,Bitbucket,2023-02,5,8,36,8,0
CUST00065,Bitbucket,2023-03,3,7,52,15,1
CUST00065,Bitbucket,2023-04,3,6,37,8,1
CUST00065,Bitbucket,2023-05,4,8,43,9,0
CUST00066,Loom,2023-01,10,20,130,14,2
CUST00066,Loom,2023-02,8,16,93,16,3
CUST00066,Loom,2023-03,12,20,132,10,3
CUST00066,Loom,2023-04,9,21,121,6,3
CUST00066,Loom,2023-05,11,21,136,10,2
CUST00067,Trello,2023-01,9,19,135,11,4
CUST00067,Trello,2023-02,10,20,163,15,3
CUST00067,Trello,2023-03,13,26,104,8,3
CUST00067,Trello,2023-04,10,23,90,12,2
CUST00067,Trello,2023-05,13,26,101,7,1
CUST00068,Loom,2023-01,5,8,62,15,2
CUST00068,Loom,2023-02,5,9,47,10,2
CUST00068,Loom,2023-03,4,9,30,9,2
CUST00068,Loom,2023-04,6,11,57,15,2
CUST00068,Loom,2023-05,4,7,37,10,3
CUST00069,Bitbucket,2023-01,7,18,61,12,1
CUST00069,Bitbucket,2023-02,6,13,103,17,2
CUST00069,Bitbucket,2023-03,10,17,70,10,3
CUST00069,Bitbucket,2023-04,6,13,86,13,3
CUST00069,Bitbucket,2023-05,8,17,120,17,1
CUST00070,Confluence,2023-01,14,24,169,17,4
CUST00070,Confluence,2023-02,7,14,92,14,5
CUST00070,Confluence,2023-03,14,23,84,15,6
CUST00070,Confluence,2023-04,9,24,178,9,3
CUST00070,Confluence,2023-05,11,24,148,16,3
CUST00071,Loom,2023-01,5,9,45,6,2
CUST00071,Loom,2023-02,4,11,62,6,4
CUST00071,Loom,2023-03,5,12,39,12,2
CUST00071,Loom,2023-04,4,11,75,16,1
CUST00071,Loom,2023-05,4,7,46,5,4
CUST00072,Loom,2023-01,12,19,145,12,3
CUST00072,Loom,2023-02,9,16,77,12,4
CUST00072,Loom,2023-03,9,16,119,18,1
CUST00072,Loom,2023-04,5,13,98,14,2
CUST00072,Loom,2023-05,12,19,116,13,2
CUST00073,Jira,2023-01,16,31,107,6,5
CUST00073,Jira,2023-02,11,25,156,11,5
CUST00073,Jira,2023-03,18,30,105,9,5
CUST00073,Jira,2023-04,16,30,210,17,6
CUST00073,Jira,2023-05,13,27,90,15,4
CUST00074,Trello,2023-01,12,19,125,13,7
CUST00074,Trello,2023-02,14,26,191,7,8
CUST00074,Trello,2023-03,14,25,90,12,6
CUST00074,Trello,2023-04,18,30,169,11,7
CUST00074,Trello,2023-05,11,23,97,17,8
CUST00075,Jira,2023-01,8,15,77,8,2
CUST00075,Jira,2023-02,11,20,170,9,2
CUST00075,Jira,2023-03,10,17,140,9,0
CUST00075,Jira,2023-04,5,11,68,11,5
CUST00075,Jira,2023-05,6,12,91,9,4
CUST00076,Bitbucket,2023-01,6,11,43,8,6
CUST00076,Bitbucket,2023-02,5,10,56,7,7
CUST00076,Bitbucket,2023-03,5,10,57,11,6
CUST00076,Bitbucket,2023-04,8,17,106,15,5
CUST00076,Bitbucket,2023-05,10,16,118,9,7
CUST00077,Loom,2023-01,1,1,3,3,3
CUST00077,Loom,2023-02,4,7,44,12,4
CUST00077,Loom,2023-03,5,10,82,9,2
CUST00077,Loom,2023-04,1,2,7,3,0
CUST00077,Loom,2023-05,1,1,8,8,0
CUST00078,Jira,2023-01,9,21,98,14,6
CUST00078,Jira,2023-02,8,17,52,6,6
CUST00078,Jira,2023-03,9,15,85,15,5
CUST00078,Jira,2023-04,7,16,126,14,2
CUST00078,Jira,2023-05,9,19,146,13,3
CUST00079,Bitbucket,2023-01,10,18,76,14,3
CUST00079,Bitbucket,2023-02,9,15,50,12,2
CUST00079,Bitbucket,2023-03,7,17,103,9,3
CUST00079,Bitbucket,2023-04,9,16,79,7,0
CUST00079,Bitbucket,2023-05,7,15,93,11,2
CUST00080,Bitbucket,2023-01,8,17,117,9,4
CUST00080,Bitbucket,2023-02,6,13,110,6,1
CUST00080,Bitbucket,2023-03,6,14,54,5,4
CUST00080,Bitbucket,2023-04,6,13,47,6,4
CUST00080,Bitbucket,2023-05,6,11,54,14,2
CUST00081,Confluence,2023-01,12,24,132,18,7
CUST00081,Confluence,2023-02,9,20,150,14,5
CUST00081,Confluence,2023-03,12,23,184,7,5
CUST00081,Confluence,2023-04,12,21,132,16,2
CUST00081,Confluence,2023-05,14,24,162,10,5
CUST00082,Bitbucket,2023-01,7,13,45,13,2
CUST00082,Bitbucket,2023-02,10,19,69,15,3
CUST00082,Bitbucket,2023-03,8,14,43,13,3
CUST00082,Bitbucket,2023-04,8,19,76,8,2
CUST00082,Bitbucket,2023-05,8,16,56,14,2
CUST00083,Confluence,2023-01,14,29,155,15,2
CUST00083,Confluence,2023-02,24,40,186,13,5
CUST00083,Confluence,2023-03,17,33,215,10,3
CUST00083,Confluence,2023-04,22,40,221,8,6
CUST00083,Confluence,2023-05,19,40,312,8,2
CUST00084,Confluence,2023-01,13,21,169,17,2
CUST00084,Confluence,2023-02,12,30,229,15,3
CUST00084,Confluence,2023-03,11,27,133,11,4
CUST00084,Confluence,2023-04,18,33,102,13,2
CUST00084,Confluence,2023-05,23,38,193,7,2
CUST00085,Confluence,2023-01,7,16,77,14,3
CUST00085,Confluence,2023-02,4,9,48,13,4
CUST00085,Confluence,2023-03,7,14,67,15,5
CUST00085,Confluence,2023-04,8,15,82,15,2
CUST00085,Confluence,2023-05,13,21,93,10,2
CUST00086,Trello,2023-01,8,15,55,6,4
CUST00086,Trello,2023-02,8,14,63,8,4
CUST00086,Trello,2023-03,6,12,92,9,4
CUST00086,Trello,2023-04,6,12,87,7,5
CUST00086,Trello,2023-05,7,16,74,6,4
CUST00087,Trello,2023-01,9,18,129,6,3
CUST00087,Trello,2023-02,10,23,122,14,8
CUST00087,Trello,2023-03,9,21,151,11,5
CUST00087,Trello,2023-04,9,17,137,9,6
CUST00087,Trello,2023-05,5,12,91,17,7
CUST00088,Bitbucket,2023-01,10,22,99,11,3
CUST00088,Bitbucket,2023-02,9,22,129,11,2
CUST00088,Bitbucket,2023-03,18,30,147,10,2
CUST00088,Bitbucket,2023-04,11,20,93,14,2
CUST00088,Bitbucket,2023-05,13,27,159,18,1
CUST00089,Trello,2023-01,7,16,103,16,4
CUST00089,Trello,2023-02,11,20,68,9,2
CUST00089,Trello,2023-03,11,20,77,16,4
CUST00089,Trello,2023-04,9,23,140,18,3
CUST00089,Trello,2023-05,13,22,127,15,2
CUST00090,Loom,2023-01,9,16,130,11,2
CUST00090,Loom,2023-02,7,13,47,7,2
CUST00090,Loom,2023-03,6,13,78,8,1
CUST00090,Loom,2023-04,7,13,98,15,4
CUST00090,Loom,2023-05,8,16,80,5,4
CUST00091,Trello,2023-01,5,8,68,9,1
CUST00091,Trello,2023-02,5,10,72,15,5
CUST00091,Trello,2023-03,7,13,56,8,3
CUST00091,Trello,2023-04,4,7,59,12,2
CUST00091,Trello,2023-05,7,13,76,15,4
CUST00092,Jira,2023-01,5,11,45,11,2
CUST00092,Jira,2023-02,6,11,49,10,0
CUST00092,Jira,2023-03,5,13,39,5,0
CUST00092,Jira,2023-04,6,13,105,13,0
CUST00092,Jira,2023-05,5,12,61,9,2
CUST00093,Bitbucket,2023-01,6,13,80,6,4
CUST00093,Bitbucket,2023-02,3,7,46,13,5
CUST00093,Bitbucket,2023-03,3,6,23,8,4
CUST00093,Bitbucket,2023-04,5,8,65,8,4
CUST00093,Bitbucket,2023-05,6,11,43,14,5
CUST00094,Bitbucket,2023-01,9,16,69,6,1
CUST00094,Bitbucket,2023-02,12,20,65,11,3
CUST00094,Bitbucket,2023-03,15,25,93,12,1
CUST00094,Bitbucket,2023-04,9,20,107,16,4
CUST00094,Bitbucket,2023-05,10,17,57,13,2
CUST00095,Confluence,2023-01,5,12,39,11,2
CUST00095,Confluence,2023-02,8,14,94,12,1
CUST00095,Confluence,2023-03,7,11,37,13,1
CUST00095,Confluence,2023-04,4,9,71,15,0
CUST00095,Confluence,2023-05,8,15,94,11,1
CUST00096,Trello,2023-01,5,9,62,6,1
CUST00096,Trello,2023-02,2,4,30,13,1
CUST00096,Trello,2023-03,2,3,23,6,3
CUST00096,Trello,2023-04,3,5,37,7,2
CUST00096,Trello,2023-05,3,5,40,5,2
CUST00097,Jira,2023-01,6,14,110,9,2
CUST00097,Jira,2023-02,9,15,120,15,5
CUST00097,Jira,2023-03,8,19,79,11,2
CUST00097,Jira,2023-04,3,7,44,11,2
CUST00097,Jira,2023-05,8,14,80,14,2
CUST00098,Loom,2023-01,13,22,146,12,3
CUST00098,Loom,2023-02,11,19,116,13,4
CUST00098,Loom,2023-03,6,15,71,6,3
CUST00098,Loom,2023-04,10,21,120,17,5
CUST00098,Loom,2023-05,12,20,88,9,3
CUST00099,Trello,2023-01,11,24,182,7,2
CUST00099,Trello,2023-02,10,20,81,14,1
CUST00099,Trello,2023-03,12,22,68,7,3
CUST00099,Trello,2023-04,8,21,173,19,0
CUST00099,Trello,2023-05,15,25,117,8,4
CUST00100,Trello,2023-01,13,22,152,10,5
CUST00100,Trello,2023-02,8,18,61,9,4
CUST00100,Trello,2023-03,8,20,122,12,4
CUST00100,Trello,2023-04,11,19,137,8,5
CUST00100,Trello,2023-05,14,25,83,13,4
CUST00101,Bitbucket,2023-01,7,12,38,7,2
CUST00101,Bitbucket,2023-02,3,6,29,10,0
CUST00101,Bitbucket,2023-03,7,14,60,14,4
CUST00101,Bitbucket,2023-04,3,6,34,9,2
CUST00101,Bitbucket,2023-05,2,5,20,10,4
CUST00102,Jira,2023-01,10,18,104,12,2
CUST00102,Jira,2023-02,4,8,47,11,2
CUST00102,Jira,2023-03,7,13,93,7,1
CUST00102,Jira,2023-04,6,13,99,16,2
CUST00102,Jira,2023-05,6,14,75,10,0
CUST00103,Jira,2023-01,9,16,61,5,4
CUST00103,Jira,2023-02,6,13,68,8,4
CUST00103,Jira,2023-03,7,18,69,14,2
CUST00103,Jira,2023-04,6,11,79,8,2
CUST00103,Jira,2023-05,8,18,113,9,2
CUST00104,Jira,2023-01,6,13,41,9,1
CUST00104,Jira,2023-02,4,7,54,7,0
CUST00104,Jira,2023-03,6,12,43,9,0
CUST00104,Jira,2023-04,7,15,101,14,3
CUST00104,Jira,2023-05,3,6,49,8,2
CUST00105,Trello,2023-01,8,18,73,9,2
CUST00105,Trello,2023-02,12,24,201,19,3
CUST00105,Trello,2023-03,13,21,75,14,0
CUST00105,Trello,2023-04,10,17,58,7,0
CUST00105,Trello,2023-05,8,18,69,16,3
CUST00106,Confluence,2023-01,3,7,49,14,4
CUST00106,Confluence,2023-02,3,6,39,8,2
CUST00106,Confluence,2023-03,4,10,69,14,0
CUST00106,Confluence,2023-04,6,11,67,5,3
CUST00106,Confluence,2023-05,4,9,64,6,2
CUST00107,Confluence,2023-01,7,13,106,8,1
CUST00107,Confluence,2023-02,5,12,54,14,2
CUST00107,Confluence,2023-03,3,8,56,13,2
CUST00107,Confluence,2023-04,6,12,49,6,0
CUST00107,Confluence,2023-05,7,12,89,8,0
CUST00108,Bitbucket,2023-01,7,16,74,6,5
